rank,Player,Team,Pos,G,GS,MP,PER,BPM,VORP,WS,WS/48,TS%,composite_score,h2h_win_rate,final_score,Has_Playoff_Data,Playoff_Games,ringer_rank
434,Pete Nance,2TM,C,13.0,1.0,138.0,8.5,-4.9,-0.1,0.2,0.064,0.578,-0.023234261640893098,0.5,-0.42353629736917636,False,0.0,
435,Terrence Shannon Jr.,MIN,SG,32.0,1.0,339.0,11.9,-2.1,0.0,0.6,0.091,0.56,-0.023736349044662937,0.5,-0.4242347899063667,False,0.0,
436,Enrique Freeman,IND,PF,22.0,1.0,181.0,7.4,-6.3,-0.2,0.2,0.046,0.507,-0.02434481405621933,0.5,-0.4250812725436974,False,0.0,
437,Tyler Kolek,NYK,PG,41.0,0.0,296.0,10.3,-2.8,-0.1,0.4,0.058,0.453,-0.024579434900848143,0.5,-0.42540767170808996,False,0.0,
438,Lamar Stevens,MEM,PF,80.0,14.0,2692.5,11.311513463324049,-2.9748375116063137,-0.19424326833797587,0.2,0.07650324976787373,0.5440575673166202,-0.02490442150520769,0.5,-0.42585978565503946,True,63.0,
439,Dariq Whitehead,BRK,SF,20.0,0.0,246.0,9.4,-3.7,-0.1,0.1,0.01,0.58,-0.025946033340796416,0.5,-0.4273088522684322,False,0.0,
440,Isaiah Wong,CHO,SG,20.0,0.0,265.0,10.9,-4.0,-0.1,0.1,0.01,0.5,-0.02637170580422563,0.5,-0.4279010380846075,False,0.0,
441,Josh Christopher,MIA,SG,88.0,2.0,3404.0,12.143243243243242,-3.5891891891891894,-0.4918918918918919,-0.1,0.008317567567567569,0.5316081081081081,-0.02669656512129301,0.5,-0.42835297495238106,True,74.0,
442,Kylor Kelley,2TM,C,11.0,2.0,126.0,12.1,-5.4,-0.1,0.3,0.102,0.644,-0.026696689599340472,0.5,-0.4283531481233997,False,0.0,
443,Bronny James,LAL,SG,27.0,1.0,181.0,7.1,-7.2,-0.2,-0.2,-0.043,0.424,-0.027267854773933172,0.5,-0.42914774007882533,False,0.0,
444,Nae'Qwan Tomlin,CLE,PF,5.0,1.0,63.0,14.4,-5.5,-0.1,0.1,0.093,0.489,-0.027281212206695053,0.5,-0.4291663226344325,False,0.0,
445,Johnny Furphy,IND,SG,50.0,0.0,379.0,9.8,-2.5,0.0,0.5,0.07,0.506,-0.028893477238722747,0.5,-0.43140926895092807,False,0.0,
446,Jarace Walker,IND,PF,75.0,5.0,1187.0,11.9,-0.9,0.3,1.6,0.065,0.59,-0.03004340860201462,0.5,-0.4330090272191293,False,0.0,
447,Devin Carter,SAC,PG,36.0,0.0,396.0,10.8,-3.2,-0.1,0.4,0.043,0.471,-0.03264191869576601,0.5,-0.43662401515682964,False,0.0,
448,Jaylen Martin,2TM,SF,16.0,0.0,239.0,9.1,-6.3,-0.3,0.0,-0.004,0.497,-0.03273189125282389,0.5,-0.43674918292480197,False,0.0,
449,Jordan Goodwin,LAL,PG,31.0,5.0,558.0,11.226344086021506,-1.6951612903225808,0.1946236559139785,1.0,0.06741397849462366,0.5264569892473119,-0.0327339108622437,0.5,-0.4367519925593341,True,2.0,
450,Colby Jones,2TM,SG,39.0,0.0,515.0,11.4,-2.8,-0.1,0.6,0.053,0.544,-0.03412528389191852,0.5,-0.4386876389634836,False,0.0,
451,Jordan Miller,LAC,SF,37.0,0.0,420.0,10.5,-2.8,-0.1,0.4,0.049,0.509,-0.034570481086276784,0.5,-0.4393069871397225,False,0.0,
452,Malaki Branham,SAS,SG,47.0,0.0,427.0,12.0,-3.2,-0.1,0.1,0.007,0.575,-0.03489448892950733,0.5,-0.439757739456527,False,0.0,
453,David Roddy,3TM,PF,33.0,3.0,410.0,11.9,-1.5,0.1,0.5,0.062,0.561,-0.03519551555200568,0.5,-0.44017652082354003,False,0.0,
454,Dalton Knecht,LAL,SF,78.0,16.0,1494.0,12.7,-1.8,0.1,2.7,0.086,0.594,-0.0383715068656267,0.5,-0.4445948874547067,False,0.0,
455,Talen Horton-Tucker,CHI,SG,118.0,19.0,4501.5,11.450338775963568,-3.155248250583139,-0.43566588914806176,1.1,0.03975508163945351,0.5132934577363101,-0.03868999447574328,0.5,-0.4450379601491892,True,60.0,
456,A.J. Lawson,TOR,SG,26.0,2.0,486.0,12.7,-2.5,-0.1,0.8,0.081,0.542,-0.039685524494194824,0.5,-0.446422918790287,False,0.0,
457,Wendell Moore Jr.,2TM,SG,36.0,1.0,499.0,11.0,-2.7,-0.1,0.7,0.063,0.553,-0.039722882640721845,0.5,-0.4464748905911258,False,0.0,
458,Baylor Scheierman,BOS,SG,31.0,2.0,384.0,10.3,-1.7,0.0,0.7,0.089,0.49,-0.04005645080819951,0.5,-0.4469389430128318,False,0.0,
459,Jamal Cain,NOP,SF,37.0,0.0,502.0,11.4,-3.4,-0.2,0.4,0.036,0.544,-0.04062135057310265,0.5,-0.4477248186732901,False,0.0,
460,Olivier-Maxence Prosper,DAL,PF,52.0,4.0,584.0,12.6,-2.1,0.0,0.9,0.072,0.484,-0.042207820338431866,0.5,-0.4499318792034695,False,0.0,
461,Ariel Hukporti,NYK,C,25.0,1.0,217.0,7.6,-5.6,-0.2,0.1,0.02,0.654,-0.04282863744599772,0.5,-0.45079554579486175,False,0.0,
462,Jaylon Tyson,CLE,SG,47.0,3.0,453.0,11.1,-2.7,-0.1,0.8,0.083,0.523,-0.04358591677720634,0.5,-0.4518490555173646,False,0.0,
463,Jamaree Bouyea,MIL,PG,5.0,1.0,62.0,9.7,-5.4,0.0,0.0,0.007,0.581,-0.04363427376209789,0.5,-0.45191632865111414,False,0.0,
464,Oshae Brissett,PHI,SF,73.0,27.0,4052.0,12.791362290227047,-2.3436821322803554,-0.09999999999999999,0.1,0.06724777887462981,0.5316120434353406,-0.043756180533243955,0.5,-0.45208592256890445,True,67.0,
465,Corey Kispert,WAS,SF,138.0,36.0,6104.5,10.926242935539356,-2.667401097550987,-0.25745761323613725,1.1,0.0533895486935867,0.5854751412892127,-0.04505361988341752,0.5,-0.4538908905819416,True,77.0,
466,Brandon Williams,DAL,PG,57.0,19.0,2087.0,12.703449928126497,-4.136559655007187,-0.36665069477719214,1.3,0.0017359846669861066,0.5128691902252036,-0.046362387235593466,0.5,-0.45571161785282993,True,24.0,
467,James Johnson,IND,PF,74.0,10.0,3014.5,10.173577707745896,-2.2920550671753195,-0.09999999999999999,-0.1,0.06517697793995689,0.5109993365400564,-0.04742017128604917,0.5,-0.4571831828824539,True,62.0,
468,Adam Flagler,OKC,SG,37.0,0.0,203.0,3.7,-10.3,-0.4,-0.3,-0.062,0.335,-0.04814146196122611,0.5,-0.45818662600803967,False,0.0,
469,Maxwell Lewis,2TM,SF,28.0,1.0,327.0,9.9,-4.4,-0.2,0.2,0.03,0.516,-0.048291156284235616,0.5,-0.45839487733379863,False,0.0,
470,Tosan Evbuomwan,BRK,SF,28.0,0.0,665.0,11.6,-3.2,-0.2,0.6,0.044,0.53,-0.04832959689478391,0.5,-0.4584483550338791,False,0.0,
471,Jalen Pickett,DEN,SG,49.0,4.0,666.0,10.9,-1.5,0.1,1.1,0.078,0.545,-0.048347192840752166,0.5,-0.45847283411232514,False,0.0,
472,Julian Champagnie,SAS,SF,82.0,29.0,1932.0,12.2,-1.3,0.4,2.5,0.062,0.577,-0.04898712082786379,0.5,-0.45936308732318165,False,0.0,
473,Jalen Hood-Schifino,2TM,SG,15.0,0.0,315.0,7.9,-6.9,-0.4,-0.1,-0.015,0.494,-0.04968304677813121,0.5,-0.4603312436223622,False,0.0,
474,Trey Jemison,2TM,C,38.0,0.0,392.0,8.9,-6.8,-0.5,0.3,0.037,0.537,-0.049743949523875765,0.5,-0.4604159701322837,False,0.0,
475,Gabe Vincent,LAL,PG,140.0,38.0,5499.5,9.711482862078372,-2.121920174561324,-0.07766160560050916,1.3,0.06572652059278115,0.5468350759159925,-0.053683109356248926,0.5,-0.4658960393892573,True,68.0,
476,Brice Sensabaugh,UTA,SF,71.0,15.0,1432.0,13.4,-1.2,0.3,1.2,0.042,0.612,-0.05419872596601342,0.5,-0.4666133534490559,False,0.0,
477,Ziaire Williams,BRK,SF,125.0,76.0,4906.0,10.391031390134527,-2.780126375866286,-0.2371789645332246,2.1,0.07528842233999185,0.5561730534039951,-0.05801426684837002,0.5,-0.4719214468440709,True,62.0,
478,Jordan Walsh,BOS,PF,52.0,1.0,403.0,6.9,-3.9,-0.2,0.4,0.044,0.464,-0.0587514449091918,0.5,-0.47294699213797464,False,0.0,
479,Rayan Rupert,POR,SG,52.0,0.0,460.0,8.1,-4.7,-0.3,0.1,0.007,0.499,-0.060340659371882634,0.5,-0.4751578710284824,False,0.0,
480,Hunter Tyson,DEN,PF,51.0,2.0,400.0,9.0,-4.8,-0.3,0.4,0.047,0.506,-0.0618248267803511,0.5,-0.4772226108546017,False,0.0,
481,Reed Sheppard,HOU,PG,52.0,3.0,654.0,9.7,-1.7,0.1,0.8,0.055,0.465,-0.06238510334808277,0.5,-0.47800205482866837,False,0.0,
482,Rob Dillingham,MIN,PG,49.0,1.0,516.0,10.2,-4.2,-0.3,0.1,0.012,0.503,-0.06304010463014396,0.5,-0.4789132776634472,False,0.0,
483,Caleb Houstan,ORL,SF,58.0,6.0,788.0,9.4,-2.2,0.0,1.8,0.109,0.605,-0.06419022430257262,0.5,-0.48051329790302194,False,0.0,
484,Drew Timme,BRK,PF,9.0,2.0,254.0,11.0,-6.7,-0.3,0.0,0.009,0.5,-0.06460751023826634,0.5,-0.4810938165732138,False,0.0,
485,Gary Harris,ORL,SG,109.0,33.0,5036.0,10.335266084193805,-2.4423550436854646,-0.1858816521048451,1.0,0.06098828435266084,0.5643643764892772,-0.06617309378628111,0.5,-0.48327182067454283,True,61.0,
486,Oso Ighodaro,PHO,PF,61.0,6.0,1045.0,11.1,-2.6,-0.2,1.6,0.075,0.61,-0.06685081440384853,0.5,-0.48421465013036386,False,0.0,
487,Orlando Robinson,2TM,C,44.0,8.0,770.0,12.9,-3.4,-0.3,1.2,0.072,0.519,-0.0734512923875655,0.5,-0.49339708446131786,False,0.0,
488,Davion Mitchell,2TM,PG,149.0,56.0,7217.0,10.631481224885688,-3.462962449771373,-0.7314812248856867,3.0,0.021817929887765,0.5125926285160038,-0.0745422836662642,0.5,-0.4949148466289985,True,75.0,
489,Blake Wesley,SAS,SG,58.0,0.0,683.0,9.9,-4.2,-0.4,0.2,0.011,0.51,-0.07517261622387256,0.5,-0.4957917508973227,False,0.0,
490,Peyton Watson,DEN,SF,68.0,18.0,1656.0,11.4,-1.8,0.1,2.5,0.073,0.564,-0.07583394740681029,0.5,-0.4967117797457362,False,0.0,
491,Eric Gordon,PHI,SG,96.0,59.0,4940.5,11.897915190770165,-2.1911851027223963,-0.06891002934925615,0.9,0.042020848092298356,0.6104246533751644,-0.07690426276093743,0.5,-0.49820077803903096,True,57.0,
492,Chris Duarte,CHI,SG,72.0,39.0,3926.5,12.379154463262447,-2.234037947281294,-0.09623073984464536,0.3,0.0316761747103018,0.5383757799567044,-0.07896774630208447,0.5,-0.5010714492474391,True,55.0,
493,Ron Holland,DET,SF,81.0,2.0,1266.0,11.1,-3.0,-0.3,1.8,0.067,0.556,-0.07927043041131038,0.5,-0.5014925364721593,False,0.0,
494,Jonathan Mogbo,TOR,PF,63.0,18.0,1286.0,11.9,-1.9,0.0,1.9,0.071,0.496,-0.07991606364618659,0.5,-0.5023907266934974,False,0.0,
495,Anthony Black,ORL,PG,78.0,10.0,1887.0,11.6,-1.9,0.0,2.4,0.061,0.521,-0.08004069802119074,0.5,-0.5025641151915241,False,0.0,
496,Dillon Jones,OKC,SF,54.0,3.0,551.0,8.1,-4.0,-0.3,0.8,0.067,0.464,-0.0803740865618811,0.5,-0.503027917720543,False,0.0,
497,Colin Castleton,3TM,C,26.0,4.0,432.0,11.3,-5.0,-0.3,0.7,0.075,0.536,-0.0813623542299442,0.5,-0.5044027731455261,False,0.0,
498,Julian Phillips,CHI,SF,79.0,5.0,1123.0,10.2,-3.0,-0.3,1.9,0.08,0.571,-0.08714779156412195,0.5,-0.5124513415261785,False,0.0,
499,Keaton Wallace,ATL,PG,31.0,5.0,501.0,10.1,-2.3,0.0,0.4,0.034,0.503,-0.08812833944453385,0.5,-0.5138154573587668,False,0.0,
500,Jamison Battle,TOR,SF,59.0,10.0,1042.0,10.7,-2.3,-0.1,1.7,0.079,0.59,-0.08868616600319837,0.5,-0.5145914929361348,False,0.0,
501,Scoot Henderson,POR,PG,66.0,10.0,1759.0,12.5,-2.2,-0.1,1.8,0.049,0.54,-0.09131471041100063,0.5,-0.518248263926082,False,0.0,
502,Pelle Larsson,MIA,SG,55.0,8.0,782.0,10.2,-3.1,-0.2,1.4,0.086,0.546,-0.09144013923490694,0.5,-0.5184227576432899,False,0.0,
503,Simone Fontecchio,DET,SF,75.0,0.0,1237.0,9.7,-2.9,-0.3,1.6,0.063,0.544,-0.0918648039134813,0.5,-0.5190135414521754,False,0.0,
504,Antonio Reeves,NOP,SG,44.0,6.0,660.0,11.7,-3.2,-0.2,0.4,0.029,0.579,-0.09461901807640828,0.5,-0.5228451413373428,False,0.0,
505,Josh Green,CHO,SG,135.0,70.0,4484.5,10.174790946593824,-2.3885828966439955,-0.28909577433381656,1.5,0.07986208049949828,0.5700051287768982,-0.09536388454957695,0.5,-0.5238813825750341,True,67.0,
506,A.J. Green,MIL,SG,73.0,7.0,1659.0,9.2,-2.2,-0.1,2.8,0.082,0.621,-0.09752822256286166,0.5,-0.52689236022332,False,0.0,
507,Ben Sheppard,IND,SG,63.0,9.0,1228.0,9.2,-2.0,0.0,2.1,0.081,0.555,-0.0980344691377509,0.5,-0.5275966389044485,False,0.0,
508,Patty Mills,2TM,PG,110.0,48.0,6186.0,10.296217264791466,-1.7778370514064017,0.1844325897187197,0.1,0.05587245392822503,0.5619621726479146,-0.10340914380368954,0.5,-0.5350737636357141,True,81.0,
509,Jett Howard,ORL,SF,60.0,0.0,701.0,7.1,-5.3,-0.6,0.1,0.01,0.491,-0.10649827414004746,0.5,-0.5393712912577048,False,0.0,
510,GG Jackson II,MEM,PF,29.0,3.0,459.0,9.3,-5.3,-0.4,0.1,0.009,0.482,-0.1083137554133246,0.5,-0.5418969473711058,False,0.0,
511,Vince Williams Jr.,MEM,SG,27.0,5.0,499.0,9.2,-2.8,-0.1,0.4,0.04,0.504,-0.10924770083610308,0.5,-0.5431962309282231,False,0.0,
512,Garrett Temple,TOR,SG,87.0,16.0,2972.0,8.592362045760431,-2.5840174966352625,-0.09999999999999999,0.2,0.03669448183041723,0.487278600269179,-0.11096056312477237,0.5,-0.5455791258522688,True,59.0,
513,Dante Exum,DAL,PG,20.0,13.0,372.0,13.6,-2.3,0.0,0.6,0.083,0.589,-0.11128327694582858,0.5,-0.5460280779549573,False,0.0,
514,Brandon Miller,CHO,SF,27.0,27.0,924.0,14.0,0.0,0.4,0.4,0.023,0.54,-0.11467275126294747,0.5,-0.5507434372683555,False,0.0,
515,Johnny Juzang,UTA,SG,64.0,18.0,1270.0,11.8,-2.3,-0.1,1.6,0.06,0.573,-0.11508422367254803,0.5,-0.5513158682937264,False,0.0,
516,Dalen Terry,CHI,SG,73.0,5.0,987.0,9.6,-3.8,-0.5,1.1,0.052,0.546,-0.11527215042852001,0.5,-0.5515773077076596,False,0.0,
517,Matas Buzelis,CHI,SF,80.0,31.0,1511.0,12.5,-2.5,-0.2,1.9,0.06,0.571,-0.11928981425245629,0.5,-0.5571665899260315,False,0.0,
518,Keion Brooks Jr.,NOP,SF,14.0,6.0,332.0,12.8,-3.5,-0.1,0.4,0.057,0.581,-0.12180522483642937,0.5,-0.5606659717222742,False,0.0,
519,Kyle Kuzma,2TM,PF,131.0,128.0,7446.0,14.003975288745636,-1.422025248455547,0.3759871071716358,-0.9,0.026319634703196346,0.5384198227236101,-0.12735997734165816,0.5,-0.5683936166337177,True,66.0,
520,Elfrid Payton,2TM,PG,74.0,10.0,1883.5,8.062782054685426,-4.286779930979559,-0.308521369790284,-0.6,-0.025666047252455533,0.3815357048048846,-0.12743958788835957,0.5,-0.56850436900937,True,50.0,
521,Bennedict Mathurin,IND,SF,72.0,49.0,2149.0,13.6,-2.9,-0.5,3.0,0.068,0.579,-0.12884498533015823,0.5,-0.5704595258555928,False,0.0,
522,Reece Beekman,2TM,PG,36.0,4.0,469.0,7.5,-5.4,-0.4,0.1,0.01,0.4,-0.13061304169687965,0.5,-0.5729192055213527,False,0.0,
523,Svi Mykhailiuk,UTA,SF,94.0,18.0,2550.0,9.659607843137255,-3.0788235294117645,-0.22980392156862745,-0.1,0.033819607843137256,0.5140666666666667,-0.1322789482134813,0.5,-0.5752367766469499,True,56.0,
524,Kris Murray,POR,SF,69.0,6.0,1040.0,9.1,-3.0,-0.3,0.7,0.033,0.472,-0.1359766044294332,0.5,-0.5803808715844959,False,0.0,
525,Jaden Hardy,DAL,SG,57.0,3.0,907.0,10.4,-4.7,-0.6,-0.3,-0.016,0.549,-0.13948068221767712,0.5,-0.5852556646313755,False,0.0,
526,Micah Potter,UTA,C,41.0,10.0,782.5,9.005111821086262,-3.856549520766773,-0.2702875399361022,0.4,0.03425878594249201,0.557255591054313,-0.14152803745372292,0.5,-0.5881038985098163,True,3.0,
527,Marcus Bagley,PHI,SF,10.0,4.0,253.0,11.8,-4.3,-0.1,0.2,0.045,0.456,-0.14444649863555858,0.5,-0.5921639950991474,False,0.0,
528,Tyrese Martin,BRK,SG,60.0,11.0,1315.0,10.9,-2.6,-0.2,0.9,0.033,0.533,-0.145810138033627,0.5,-0.5940610591079593,False,0.0,
529,Dario Šarić,DEN,C,16.0,4.0,210.0,7.7,-4.8,-0.1,0.0,0.001,0.449,-0.14991888003144127,0.5,-0.5997770472031906,False,0.0,
530,Doug McDermott,SAC,SF,93.0,54.0,3399.5,11.20885424327107,-2.5704221209001323,-0.09999999999999999,0.4,0.06189939697014266,0.595414472716576,-0.1574213184504457,0.5,-0.6102142683066447,True,51.0,
531,Damion Baugh,CHO,SG,15.0,2.0,370.0,6.3,-7.1,-0.5,-0.5,-0.069,0.399,-0.1650264879404557,0.5,-0.6207944065314928,False,0.0,
532,Julian Strawther,DEN,SG,65.0,4.0,1384.0,9.5,-4.5,-0.9,1.3,0.043,0.559,-0.1759546666301792,0.5,-0.6359974393153106,False,0.0,
533,Andrew Nembhard,IND,SG,65.0,65.0,1881.0,11.7,-2.3,-0.1,2.8,0.071,0.545,-0.1761124719600931,0.5,-0.6362169744887608,False,0.0,69.0
534,Ja'Kobe Walter,TOR,SG,52.0,18.0,1103.0,10.8,-3.0,-0.3,1.2,0.052,0.523,-0.17970436128897113,0.5,-0.6412139289468838,False,0.0,
535,Kessler Edwards,DAL,SF,88.0,41.0,3075.5,8.893074296862299,-3.3255405625101613,-0.38138514062754025,1.2,0.04384994309868314,0.5320130060152821,-0.18329163099929324,0.5,-0.6462044566971034,True,48.0,
536,Ricky Council IV,PHI,SF,73.0,12.0,1250.0,11.6,-4.3,-0.7,0.6,0.023,0.502,-0.1849517417588112,0.5,-0.64851396489772,False,0.0,
537,Jaylen Wells,MEM,SG,79.0,74.0,2043.0,10.5,-2.2,-0.1,3.5,0.083,0.56,-0.18838404476812678,0.5,-0.6532889065102406,False,0.0,
538,Max Christie,2TM,SG,78.0,36.0,2127.0,10.4,-2.5,-0.3,2.7,0.06,0.57,-0.2004003161108329,0.5,-0.6700056689597971,False,0.0,
539,Tristan Da Silva,ORL,SF,74.0,38.0,1629.0,9.9,-2.6,-0.3,2.5,0.073,0.522,-0.2116974181390839,0.5,-0.6857219394723888,False,0.0,
540,Jamal Shead,TOR,PG,75.0,11.0,1467.0,9.9,-4.1,-0.8,0.8,0.027,0.499,-0.2170426160792956,0.5,-0.6931580568555583,False,0.0,
541,Patrick Williams,CHI,PF,80.0,45.0,2631.0,10.48365640440897,-2.817825921702775,-0.41930824781451914,0.4,0.04688597491448118,0.5621235271759788,-0.2247447207930878,0.5,-0.7038730491514195,True,17.0,
542,Keyonte George,UTA,PG,67.0,35.0,2109.0,12.9,-2.7,-0.3,1.1,0.024,0.539,-0.2386187904850692,0.5,-0.7231743382647204,False,0.0,
543,Tre Mann,CHO,PG,73.0,26.0,3736.5,10.464659440653017,-4.229251973772247,-0.7317007895088987,0.1,0.0034513582229359027,0.5040734644720996,-0.24816807926012557,0.5,-0.7364590908690904,True,60.0,
544,Taylor Hendricks,UTA,PF,3.0,3.0,75.0,7.1,-3.5,0.0,0.0,-0.008,0.354,-0.251848631294603,0.5,-0.7415793908597309,False,0.0,
545,Stephon Castle,SAS,SG,81.0,47.0,2162.0,13.7,-3.2,-0.6,1.1,0.025,0.522,-0.2723284855501201,0.5,-0.7700704966967198,False,0.0,66.0
546,Justin Edwards,PHI,SF,44.0,26.0,1155.0,11.3,-3.7,-0.5,0.9,0.039,0.559,-0.28219854220795726,0.5,-0.7838014942588611,False,0.0,
547,Tidjane Salaün,CHO,PF,60.0,10.0,1244.0,7.7,-5.2,-1.0,0.0,0.002,0.457,-0.28821675692644694,0.5,-0.7921738972239859,False,0.0,
548,Reggie Jackson,PHI,PG,106.0,76.0,6226.5,11.958154661527342,-3.0616718862924595,-0.5753312454830162,0.1,0.008431703204047217,0.48849337509033963,-0.29160580257892393,0.5,-0.7968886601889176,True,75.0,
549,Andre Jackson Jr.,MIL,SG,67.0,43.0,980.0,8.6,-3.4,-0.3,1.2,0.059,0.554,-0.29698305150090487,0.5,-0.804369366166438,False,0.0,
550,Noah Clowney,BRK,PF,46.0,20.0,1042.0,9.2,-4.1,-0.5,0.5,0.023,0.516,-0.3006845084265608,0.5,-0.8095187485645824,False,0.0,
551,Jordan Hawkins,NOP,SG,56.0,9.0,1321.0,9.6,-5.4,-1.2,-0.5,-0.02,0.504,-0.30212311978245354,0.5,-0.811520111850065,False,0.0,
552,Jalen Wilson,BRK,PF,79.0,22.0,2031.0,9.5,-3.9,-1.0,1.9,0.046,0.541,-0.3026166479765997,0.5,-0.8122066970101705,False,0.0,
553,DaQuan Jeffries,CHO,SG,50.0,20.0,1093.5,7.910288065843621,-4.704115226337448,-0.68559670781893,0.6,0.02848148148148148,0.5176296296296297,-0.30836960761830357,0.5,-0.8202100831662783,True,3.0,
554,Killian Hayes,BRK,PG,72.0,45.0,4279.5,9.42870662460568,-3.3902208201892745,-0.5735015772870663,0.3,0.017066246056782333,0.4647097791798107,-0.3310740419565729,0.5,-0.8517959740437162,True,66.0,
555,Ryan Dunn,PHO,SF,74.0,44.0,1410.0,10.7,-4.1,-0.7,1.0,0.034,0.517,-0.34756090096955417,0.5,-0.8747321160297766,False,0.0,
556,Keon Johnson,BRK,SG,116.0,68.0,3667.5,9.59229720518064,-4.53531015678255,-0.6475119291070212,0.5,-0.007380368098159509,0.47714451261077034,-0.3667829992342349,0.5,-0.9014734604375614,True,37.0,
557,Zaccharie Risacher,ATL,SF,75.0,73.0,1843.0,12.2,-3.5,-0.7,1.8,0.046,0.558,-0.37349808040032917,0.5,-0.9108153281002975,False,0.0,
558,KJ Simpson,CHO,PG,36.0,15.0,842.0,8.3,-5.4,-0.7,-0.4,-0.025,0.437,-0.37521467846779194,0.5,-0.9132034201545404,False,0.0,
559,AJ Johnson,2TM,SG,29.0,11.0,639.0,7.1,-8.1,-1.0,-0.4,-0.032,0.48,-0.3996523433444393,0.5,-0.9472005418001624,False,0.0,
560,Gradey Dick,TOR,SG,54.0,54.0,1587.0,10.9,-3.2,-0.5,1.4,0.042,0.543,-0.4261140080999581,0.5,-0.9840134058843542,False,0.0,
561,Vasilije Micić,2TM,PG,41.0,16.0,785.0,6.5,-7.0,-1.0,-1.0,-0.06,0.462,-0.449782063388334,0.5,-1.0169398642352558,False,0.0,
562,Jalen Suggs,ORL,PG,83.0,80.0,4269.5,9.96118983487528,-4.191872584611781,-0.7775617753835344,1.1,-0.03371495491275324,0.474009720107741,-0.47765526243424034,0.5,-1.0557164226093685,True,48.0,65.0
563,Alex Sarr,WAS,C,67.0,67.0,1814.0,12.9,-3.3,-0.6,-0.3,-0.007,0.482,-0.5022819796258025,0.5,-1.089976549520837,False,0.0,86.0
564,Kyshawn George,WAS,SG,68.0,38.0,1802.0,8.8,-4.1,-0.9,0.1,0.003,0.503,-0.5078142570299945,0.5,-1.097672927584658,False,0.0,
565,Nick Smith Jr.,CHO,SG,60.0,27.0,1369.0,8.3,-5.7,-1.3,-0.5,-0.019,0.502,-0.5230877517838387,0.5,-1.1189210649055201,False,0.0,
566,Bilal Coulibaly,WAS,SF,59.0,59.0,1948.0,10.8,-3.7,-0.8,0.3,0.008,0.515,-0.6064510450064363,0.5,-1.2348941758706597,False,0.0,
567,Cody Williams,UTA,SG,50.0,21.0,1060.0,3.7,-7.3,-1.4,-1.2,-0.053,0.419,-0.6353947262488099,0.5,-1.2751599646453229,False,0.0,
568,Isaiah Collier,UTA,PG,71.0,46.0,1839.0,9.7,-5.3,-1.6,-0.8,-0.021,0.494,-0.6748574943169705,0.5,-1.3300596669392308,False,0.0,
569,Bub Carrington,WAS,PG,82.0,57.0,2458.0,9.0,-4.6,-1.6,0.2,0.005,0.514,-0.7367423449699556,0.5,-1.416152458795182,False,0.0,
570,League Average,,,,,,,,,,,,,0.5,,True,,
